application_proccess,company,interview_description,interview_difficulty,interview_experience,interview_questions,job_title,offer_status,review_date
"I applied through an employee referral. I interviewed at Zillow (Seattle, WA) in August 2014.",Zillow,"Very thorough process. I had 2 phone screenings and 4 in person interviews in a row. But that, while exhausting, ended up being a good thing, because all the people in my org work perfectly together. They strive to make sure the fit is perfect for both the company and the interviewee.",Difficult Interview,Positive Experience," Would you rather always ask permission or sometimes get in trouble?   ,1 Answer",Client Experience Consultant,Accepted Offer," Dec 6, 2014"
I applied online. I interviewed at Zillow in August 2014.,Zillow,"The hiring process was awesome and fast. After the call for an interview I sent in a video submission then received a call for an interview. The interview was awesome. Everyone is kind and hapoy to be at work. They really want to see how you present yourself, how interactive and comfortable you are, and how well you can think on your feet (handle objections). Training was long, but they make it as comfortable as possible with lots of breaks and lots of interaction from management teams. The goal is to equip new hires with as much ammunition for both selling (product knowlege/sales skills) and metrics knowledge (proven methods of success for long term growth). I read some of these reviews of people upset at the culture (too happy?) or upset of the call time... the bottom line is they want you to be successful. Anyone is sales knows if they spend a month following up and not obtaining new clients they will have a slow month in the near future. Zillow management found a method for hard workers who want to progress in their career (and in their wallets) with an amazing company. If you choose to listen, the sky is the limit. If you want a professional atmosphere go work somewhere that requires a suit and tie. If you think you know better than management and don't want to be teachable then try somewhere else. I feel super blessed and excited to be a part of this family.",Average Interview,Positive Experience," Sell me something   ,Answer Question, Why inside sales over outside sales   ,Answer Question",Zillow Inside Sales Consultant,Accepted Offer," Oct 22, 2014"
"I applied online. The process took 2 weeks. I interviewed at Zillow (Seattle, WA) in August 2014.",Zillow,I initially had two phone interviews after applying online. Then I had a one-way skype interview where they asked questions and recorded my responses to review. Shortly after that interview I was asked to come into the office for an onsite interview with three people. After talking with all three they asked me to stay put for a couple minutes. Then they sent in someone for another department to interview me for a different position. This sounded like good news being as it was a better position but I did not receive an offer for either. The HR team seamed really rushed and unprepared... none of them even knew who I was or had a chance to review my resume which I thought was odd.,Difficult Interview,Negative Experience," How much do you want to earn?   ,1 Answer",Inside Sales Consultant,No Offer," Apr 21, 2015"
The process took 3+ weeks. I interviewed at Zillow.,Zillow,"Went through an initial phone screen and then another phone interview was set up for me.,Each of the interviews lasted about half an hour and they both asked me a lot of background about what I currently do and how my experience would fit their job.",Average Interview,Neutral Experience," What have you done that qualifies you for this position?   ,Answer Question",Human Resources,No Offer," Jul 22, 2014"
I applied through a recruiter. I interviewed at Zillow.,Zillow,"Very unpleasant experience - the scout reached out to me. She was nice and professional. Then she handed me over to in-house HR/Recruiter who is much less so. I'd describe her as terse, impatient and rude. In the middle of our first phone conversation, my line got dropped. Tmobile must have a dead corner there. So I scrambled to find another spot and wrote her back (as in most case, they don't tell you their direct numbers) apologizing. The next day I got an email from her assistant, at 11am, to wait for her call at 2pm the same day. I replied yes right away but the call never came. Nor was there any explanation after I inquired about it later. Despite the accolades their employees put on this site, I am not impressed at all about this company.",N/A,N/A,,Senior Software Engineer,No Offer," Jul 21, 2014"
"I applied online. The process took 3 weeks. I interviewed at Zillow (Seattle, WA).",Zillow,"The interview process started out great. I applied online for a job and was contacted via email to schedule a phone interview. After i passed the phone interview they set me up for a one sided skype interview. I was then contacted to come into the office for an in person interview.. The first manager i met with looked like she just rolled out of bed and acted as if she was not impressed by my presence. She did not ask me any typical interview questions; she seemed more annoyed to be there. The second guy that interviewed me seemed like he was trying to get out of there as soon as possible and didn't ask me any real interview questions either. He did, however, ask what i planned on doing with the money i would make- which i thought was extremely rude and non of his business. I came into the interview process very confident and left feeling unsure and down about myself. Even if i would have been selected i don't think these are the kind of people i would want to work for.",Average Interview,Negative Experience," I was not asked any interview questions. They mainly asked about me and then seemed to judge me on my response.   ,Answer Question",Ad Sales,No Offer," Jul 11, 2014"
"I applied online. The process took 2 weeks. I interviewed at Zillow (Seattle, WA) in July 2014.",Zillow,"Applied via LinkedIn and was contacted by an HR recruiter to set up a brief phone interview, which was a simple screen. Then I had a video interview which was a one-way skype - 20 seconds to prepare for a question that popped up on the screen. After that since I was an out of state applicant I had a phone screen with their sales manager. Was invited to Seattle to interview with two sales managers after that. My issue is I spent nearly $1,500 flying out there from Florida and all I got in return was a copy and paste generic email saying I didn't get the job. No reason, no explanation, nothing. Not a good sign of a good company, glad I didn't get the job. Seems like their product is getting tired, too. There's only so many agents. Stay away.",Average Interview,Negative Experience," Interviewer asked me if I had more energy. Wanted to tell him I just spent $1,000 on a flight and flew all night to get there, seemed like an inappropriate interview question.   ,Answer Question",Inside Sales Consultant,No Offer," Jul 11, 2014"
"I applied online. The process took 3 days. I interviewed at Zillow (Seattle, WA) in July 2014.",Zillow,"I was contacted via email the same day I submitted my application online to set up an initial phone-screening. This screening was followed by a phone interview conducted by the hiring manager.,All questions were expected and not very difficult, however, the interviewer sounded as if he was located inside an empty conference room and speaking into the phone from 10 feet away. The questions, therefore, were quite difficult to answer fluidly considering that it was hard to decipher each word behind the echo & opacity.",Average Interview,Neutral Experience," All questions were pretty standard and expected.   ,Answer Question",Customer Service,No Offer," Aug 8, 2014"
"I applied online. The process took a week. I interviewed at Zillow (Orange, CA) in July 2014.",Zillow,"I was initially called by a recruiter/Not really clear due to his extremely dry character, however he was very evasive with the reason for his call, however saying to me that I need my NMLS license BEFORE I came aboard, and this is simply not the case!! He immediately emailed me info to obtain my NMLS, would not go further in detail regarding the advertising position itself. I had to ask the gentleman his name again to make sure I had it correct, because the called seemed bogus. He yawned on the phone several times, and I knew I displayed a professional attitude and demeanor in a way that his approach was not necessary. I was then emailed 1 week later by another recruiter indicating they would like to schedule a phone interview with me. I accepted, however reading the reviews HERE.....I sent a Thanks..but NO THANKS email to them. My desire is to establish a career with a company. I wish to remain with a company longer than 90 days.",Difficult Interview,Negative Experience,,Advertising Sales,No Offer," Jul 16, 2014"
"I applied online. The process took 5 days. I interviewed at Zillow (Irvine, CA) in July 2014.",Zillow,I got a first interview for the Irvine location. It began as a phone interview which asked what my interest was in the advertising sales position. The interviewer asked me why i would like to be doing cold calling and to understand it would be a very hectic environment.,Average Interview,Neutral Experience," With your past experience what made you feel that this position would suit you best?   ,Answer Question",Advertising Sales,No Offer," Jul 24, 2014"
"I applied through a recruiter. The process took 4+ weeks. I interviewed at Zillow (Seattle, WA) in June 2014.",Zillow,"1st. phone interview with recruiter.,2nd. phone interview with marketing Manager,3rd. Phone interview with Senior Marketing Manager,4th. In person. 2+ hours with Senior Marketing Manger and members of team.,Surprise ""Analytics Skills Test"" was a but un-nerving but seemed more of a test of how a candidate handles the stress of a surprise.,Everyone was polite and asked the right questions for the position, very interested in personality. Got a tour of a fantastic office. (Which I might prefer as part of an offer as a way to really get your attention, rather than during a post interview tour, when you may not get called back.""",Average Interview,Positive Experience," Not so unexpected but too redundant. ""Walk me through how you would start/launch a new campaign"". For me these questions are nonsensical, They know the level of the job offered, they have seen the candidate's resume and job history, if at this point a marketing professional is being asked this, I think there is some other details being missed.   ,Answer Question",Marketing Manager,No Offer," Jul 20, 2014"
"I applied online. The process took 2 days. I interviewed at Zillow (Seattle, WA) in June 2014.",Zillow,"Applied online and got a call form a technical recruiter. I was then given a coding exercise to complete at home and send. The questions were pretty simple as mentioned in some other person here - string to long, insert & delete in trinary tree. I completed the exercise along with JUnit test cases covering all possible scenarios I could think of and returned it early morning the next day. After a day I received an email saying they would not be moving forward with me. When I asked for feedback I was told it was based on my coding exercise. I am surprised with this since my code was working and did what the requirements asked, was well tested and documented(in my opinion). The only conclusion I can draw is, they were doing some sort of lottery to pick candidates for the next round of interviews ;-)",Average Interview,Negative Experience," string to long, insert & delete in a trinary tree   ,Answer Question",Software Development Engineer,No Offer," Jun 6, 2014"
"I applied online. The process took 1+ week. I interviewed at Zillow (Seattle, WA) in June 2014.",Zillow,"Applied online, phone interview, in person interview. I found the questions delightfully challenging and interactive (i.e.- we are working on this product, how would you improve it), i really liked the company culture (from what I could see) and the people that interviewed me were great. Very sharp people work at Zillow (from what I could gather). The recruiter that I was assigned was awful (he didn't return emails, messed up the time for our phone interview, greet me when I arrived, and I had to wait 45 minutes for my meeting with him after the interviews (which he also didn't show for), everything else was great.,They got back to me quickly after the interview, which I appreciated.",Difficult Interview,Positive Experience," I was given a question that literally had no answer to see if I could say that I didn't know the answer.   ,Answer Question",Marketing Manager,No Offer," Sep 25, 2014"
"I applied through college or university. The process took 2 weeks. I interviewed at Zillow (Irvine, CA) in June 2014.",Zillow,"Phone Interview with HR then in person interview with Director of Sales and three managers. Each manager pretty much asks the same questions, but obviously each has different standards and things they are loping for.",Average Interview,Positive Experience," They ask you to sell them on something pretty much giving a mock sale   ,Answer Question",Inside Sales Consultant,Accepted Offer," Jun 17, 2015"
"I applied online. The process took 2 weeks. I interviewed at Zillow (Seattle, WA) in June 2014.",Zillow,"Typically, you will have a phone interview first. The entire interview process will facilitated by a fantastic HR team that is quick to respond. Once invited to interview at Zillow, you will likely meet with 2-4 team managers and leads. You will have a background check. If you are offered a position, you will receive clear communications from the HR facilitator.",Average Interview,Positive Experience," Give me an example of a weakness you have.   ,Answer Question",Customer Service,Accepted Offer," Nov 12, 2014"
"I applied online. The process took a week. I interviewed at Zillow (Seattle, WA) in June 2014.",Zillow,"The interview process was a little long but worth it in the end. I applied with my resume and a cover letter cold turkey. The recruiter was helpful in that he provided a lot of information and gave me time to think over my offer and other potential job openings. It felt good to know that I was a candidate they truly wanted. First was an email, then phone interview and finally an in person with 4 1:1's. They ranged from top broker relations managers to other consultants on the team. The final person who interviewed me gave me a tour of the office and where we would sit, this definitely made it easy! I could actually picture myself as an employee.",Average Interview,Positive Experience," What is one thing you think will be challenging in a role working with brokers?   ,1 Answer",Industry Relations Consultant,Accepted Offer," Nov 11, 2015"
"I applied online. The process took a week. I interviewed at Zillow (Seattle, WA) in June 2014.",Zillow,Have had 2 phone interviews so far. The first phone interview went wonderfully & the second did as well. Very lively gentlemen & full of energy. I enjoyed each interview & am eagerly awaiting to schedule my 3rd or in-person interview.,Easy Interview,Positive Experience," No unexpected questions at all. I have been myself during each one & expect to get another.   ,1 Answer",Account Executive,No Offer," Jun 21, 2014"
"I applied online. The process took 2 weeks. I interviewed at Zillow (Seattle, WA) in June 2014.",Zillow,"15 minute phone interview with basic background questions. Man interviewing promised a second phone interview to discuss my background more, then two weeks went by. I finally contacted them and they said they decided to not move forward. So, of course, it was wonderful to be misled and ignored.",Easy Interview,Negative Experience," Describe your real estate background.   ,1 Answer",Project Coordinator,No Offer," Mar 14, 2015"
"I applied in-person. The process took a week. I interviewed at Zillow (Seattle, WA) in June 2014.",Zillow,"Meet with 3 managers you meet with each one for about 30 minutes, then would move on to the next . What I found out later it was to decided what team they would be putting you on. They spoke about the position why they liked the company and really sold you on why I would like the company. It was confusing at first , however I it makes great sense to find out what personalities work best with the team leader. unfortunately I was placed with the wrong one two of the 3 wanted me, and the wrong one got me. I feel I may still be there if the right one got me",N/A,Positive Experience," They asked why I would be a good fit and sold the company to me. They asked about my background and why I liked being a sales / account manager.   ,1 Answer",Inside Sales Consultant,Accepted Offer," Jul 21, 2015"
"I applied online. The process took 3 weeks. I interviewed at Zillow (Irvine, CA) in June 2014.",Zillow,"I had a phone interview, then a video interview, then an in person interview with 3 people. recruiter asked you basic questions and the video interview I had canned questions. In person were the most difficult.",Difficult Interview,Positive Experience," Why would you be a good candidate   ,Answer Question",Sales Executive,Accepted Offer," Mar 9, 2017"
"I applied through a recruiter. The process took 1+ week. I interviewed at Zillow (Seattle, WA) in May 2014.",Zillow,"Referred by recruiter and given what seems like standard questions from the other posts on here. Very long turn around and getting final decision.,1. String to long conversion,2. Trinary (trenary) tree insert and delete,I spent about 3-4 hours getting problems coded up, documented, and tested. Solid rejection with no explanation other than my code wasn't good enough. Let's set things straight, I have 10+ years of experience, my code was well documented and had full java doc comments. I had accompanying unit tests to verify functionality and even made the trenary tree problem with generics. The only thing that could have possibly been done better is making the tree auto balancing, but given that most at home coding challenges are 30-60 minutes I felt like I already expanded enough effort.,Whoever is reviewing the coding solutions has an UNUSUALLY UNREALISTIC BAR.",Average Interview,Negative Experience," String to long conversion   ,1 Answer, Trinary (trenary) tree insert and delete   ,Answer Question",Software Development Engineer,No Offer," Jul 9, 2014"
"I applied online. The process took 3 weeks. I interviewed at Zillow (Seattle, WA).",Zillow,"Applied online, got an email from a recruiter asking some basic questions. Was then asked to speak with a recruiter over the phone, which led to a video interview. The video interview was horrible. While taking into your computer screen, you attempt to answer questions the program throws at you. There is none of the natural flow of conversation that you get on the phone or in person. You're forced to answer the questions with almost no prep time. Overall, the process was sluggish, with poor communication from their HR department. The process felt bloated, anonymous, and I got the impression that their recruiters were talking to an extremely high number of people. They bill themselves as a start-up, but they act the complete opposite.",Difficult Interview,Negative Experience," Nothing unexpected.   ,Answer Question",Account Executive Advertising Sales,No Offer," May 17, 2014"
N/A,Zillow,"Phone Interview, 2 hour face to face interview with four different people. Overall general, easy interview questions. Helpful to understand the industry and Zillow's place in the industry. Zillow wants to empower consumers and also help real estate agents make the most out of their business",N/A,N/A," Pick an app on your phone and sell it to me   ,Answer Question",Associate Account Manager,Accepted Offer," May 15, 2014"
N/A,Zillow,"I turned in my resume through online and got contacted from HR. After some weeks, a recruiter emailed me with a couple of technical questions. I then had a phone interview that had basic questions about my resume and my interests as well as some high level algorithm questions.",N/A,N/A," Nothing difficult or unexpected   ,Answer Question",Software Development Intern,No Offer," May 5, 2014"
N/A,Zillow,"It took about 2-3 weeks after applied online before hearing from the company. The recruiter was very informative in providing the job description, the next steps, etc. The recruiter and the interviewer were considerate enough to reschedule when needed. The talking session was great and learned a lot as part of the process.",N/A,Average Interview," It wasn't difficult, but we talked about general UI design and automation testing the page context   ,Answer Question",Senior Test,No Offer," May 12, 2014"
I applied online. The process took 2 weeks. I interviewed at Zillow.,Zillow,"Before getting a phone interview, I was given a 2-problem coding test. After submitting my solutions, we scheduled the phone interview for about a week later. The phone interview process was focused almost entirely on solving short object-oriented coding problems, which I completed using a web-based application.",N/A,N/A," All of the problems were more or less straightforward object-oriented programming problems.   ,Answer Question",Software Engineer,No Offer," May 12, 2014"
I applied online. The process took 2 weeks. I interviewed at Zillow.,Zillow,"Phone call interview, in person interview",N/A,N/A," There wasn't any hard questions   ,Answer Question",Customer Support,No Offer," May 6, 2014"
I applied online. The process took 4+ weeks. I interviewed at Zillow in May 2014.,Zillow,"I received two preliminary calls before being granted an interview, roughly 10 mins a piece. The first call is just with an HR rep and the second with a hiring manager. I think they just want a feel for you on the phone. Questions like "" How do you stay motivated?"" Typical interview type questions. The interview was less than an hour and ended with a tour of the office which is nice, lots of perks, free food and drinks throughout the day, catered meals etc.",Average Interview,Positive Experience," What skills do you have from your last position that will prepare you for this job?   ,1 Answer",Associate Account Manager -Lincoln,Accepted Offer," Jul 24, 2014"
"I applied online. The process took 5 days. I interviewed at Zillow (Seattle, WA) in May 2014.",Zillow,"I applied to Zillow via LinkedIn over the weekend. I was contacted on Monday to set up a video interview, then I was contacted two days after that for a phone interview(completed on Wednesday) and on Friday I had my in person interview.,The guy from HR who guided me through the whole process (who I assume was the recruiter) was super helpful and answered all of my questions. Definitely a positive and empowering interview",Average Interview,Positive Experience," When was a time in the past when you faced a challenge and how did you overcome it?   ,Answer Question",Inside Sales Consultant,Accepted Offer," Mar 12, 2015"
I applied online. The process took a week. I interviewed at Zillow.,Zillow,"3 step interview process. First a phone interview with the recruiter. Than a video interview which is difficult because it's similar to talking to a wall. Then, you are called into the office to meet with 2 sales managers and the VP of sales. The face to face interviews were horrible. I was put in a dark room (similar to an interrogation room) and waited long times in between each interview. The questions they give you are fast paced and they expect you know your stuff when it comes to sales.",Difficult Interview,Positive Experience," Real Estate agents have heard every pitch from every salesperson, what would you say to them that is different from everyone else?   ,Answer Question",Inside Sales Consultant,Accepted Offer," Apr 6, 2014"
I applied online. The process took 1+ week. I interviewed at Zillow.,Zillow,"The first 3 pre-interviews went well with relatively normal interview questions. Then there was my final phone interview... The guy that interviewed me was a recently promoted sales director and seemed pissed off and put out that he had to talk to me. He was abrasive and had all of the charm of a used car salesman. He also made it seem like Zillow was just a factory for outbound phone calls saying that 150+ phone calls a day would be expected. Needless to say, it turned me off on him and Zillow in general.",Average Interview,Negative Experience,,Inside Sales Consultant,No Offer," Apr 21, 2014"
I applied online. The process took 2 weeks. I interviewed at Zillow in April 2014.,Zillow,I went through 2 phone interviews before being asked to come in for the face-to-face interview. I am pretty sure the phone interviews were to evaluate your excitement level and phone voice before moving forward. (So have good energy) I had three interviews back to back. The first two were with floor managers. I was asked to sell something that I sold in my past job and WHY I WAS GOOD FOR ZILLOW! Then the final interview was with the OC office sales manager which was were the expectations of this job were clearly outlined. Intense interview but prepared me for the job.,Difficult Interview,Positive Experience," All straight forward sales questions   ,Answer Question",Inside Sales Consultant,Accepted Offer," Jul 28, 2014"
I applied through an employee referral. The process took 5 days. I interviewed at Zillow in April 2014.,Zillow,"The first call with a recruiter was followed immediately by their standard take-home coding exercises: insert/delete from a ternary tree (which they call a tri-nary tree) and converting a string into a long. Straightforward questions. I decided to include not only a solution but also unit tests, and in such a way that I would expect to pass a code review for check-in. This isn't my first dev job. While the code functioned, and as far as I know was production-quality, I received an email about one day after I submitted the response that they were not going to ask me in for a screening. Disappointing, as I have no idea what they were looking for that I didn't do. I heard this complaint from other reviewers, but I assumed that they just solved the problem the fastest way -- I thought for sure having tests, comment blocks, and code structured for use in an application would impress enough for an interview.",Average Interview,Negative Experience," Questions weren't difficult, but obviously I wasn't able to provide something they were looking for (and not asking for).   ,Answer Question",Software Development Engineer,No Offer," May 3, 2014"
"I applied through college or university. The process took 2 weeks. I interviewed at Zillow (Seattle, WA) in April 2014.",Zillow,"Met a Zillow employee at a career fair in Los Angeles, and expressed interested in account management. He gave me his card and I sent him my resume/cover letter for him to forward along. 2 work days later I spoke with a recruiter who explained the details of the position. 2 work days after that I spoke with the director of the team and he invited me up to Seattle to interview for the position. I flew up the next week for the in-person interview process which is four 30 minute one-on-ones. 1st with the team director, then a team lead, then a team lead from a related team, and lastly a department exec. I got a call the next morning with an offer.,Very casual and nice people. Do your research before hand. You should have well prepared answers for what you think Zillow is (hint: they are a media company), the duties of the role, your relative experience, and your personal goals/future.",Difficult Interview,Positive Experience," The executive I interviewed with caught me off guard when he requested I pitch a phone app to him. Given that I was not interviewing for a sales position I had not prepared for any role playing. Nonetheless, I rolled with it and did fine. Being quick on your feet appears to be a skill they value.   ,Answer Question",Associate Account Manager,Accepted Offer," May 13, 2014"
"I applied online. The process took a week. I interviewed at Zillow (Irvine, CA).",Zillow,"This was a pretty straightforward sales interview. HR phone interview, Sales Director Phone Interview, then in person interview with 2 sales managers and the sales director. Show enthusiasm, resiliency and that you're a hard worker. Those are important to you being successful in the position. Be prepared, research the company and be ready to sell something in the interview. They are very transparent, the job is not easy and they tell you that, but keep in mind all sales jobs are challenging. The interview process moves fast and they will make their decisions quickly.",Easy Interview,Positive Experience," Pitch me premier agent program.   ,Answer Question",Inside Sales Consultant,Accepted Offer," Mar 28, 2014"
"I applied online. The process took 4+ weeks. I interviewed at Zillow (San Francisco, CA) in April 2014.",Zillow,"I applied for an Account Manager position and was responded to in a little over a week by a Zillow recruiter. We set up a phone screen and after that, I heard back quickly about speaking to the hiring manager. After speaking to the hiring manager on the phone, I was invited to go onsite to meet some members of the team. During my onsite, I met with two scheduled interviewers, talked to the hiring manager over the phone again, and two other people from another team were pulled in to meet me and ask me questions. After the in-person, I was scheduled to speak over the phone with a Director in Seattle, and then I was scheduled to speak on the phone with a Manager that this position would be working with the day after that. I received an offer two days after the call with the Manager.,Overall, I felt like they were trying to see if I would be a good fit, culturally. I was asked lots of questions about what I like to do, what my hobbies are, etc. Everyone I spoke with was very nice and seemed to be pretty laid back.",Average Interview,Positive Experience," I have held quite a few jobs over the past five years or so, (due to layoffs, contract work, etc.) and got a question about whether or not I would move on quickly from the company. It seems like loyalty is very important here, as they seem to really promote from within.   ,Answer Question",Account Manager,Accepted Offer," Apr 23, 2014"
"I applied through an employee referral. The process took 6 days. I interviewed at Zillow (Seattle, WA) in April 2014.",Zillow,"Good interview process. At the time they were very much in need of head count. The interview was casual, but showed the types of people they have in management. The interview was short and concise. I did not have to demonstrate skills, more just went on personality fit and experience on the resume.",Easy Interview,Positive Experience," How do you handle stressful situations?   ,Answer Question",Account Manager,Accepted Offer," Aug 29, 2015"
"I applied online. The process took 4+ weeks. I interviewed at Zillow (Seattle, WA) in March 2014.",Zillow,"Was looking for interesting jobs in Seattle, when I stumbled across Zillow's posting for a Data Scientist. I jumped at the chance to work for them. I applied online and about 3 weeks later I did a phone interview with a technical recruiter and they then gave me a project to work on. It was very interesting and they told me to use whatever language I wanted to solve the problem and submit my results and code as soon as I had them. They must have like it enough to do another phone interview and fly me out for several in person interviews. The in person interviews were not as technical as other places, which I like. I think Zillow has it together for interviews. It seems they would rather base hiring off of a project level solution than quick answers to silly probability questions. Which is nice. In about 2 days after the in person interviews Zillow made me a great offer.",Average Interview,Positive Experience," A few technical coding questions, and lots of background questions. An unexpected one was 'What can you bring to Zillow?'.   ,Answer Question",Data Scientist,Accepted Offer," Jul 22, 2014"
"I applied through an employee referral. The process took 2 weeks. I interviewed at Zillow (Seattle, WA) in April 2014.",Zillow,"Interview process was very detailed, I actually went through two rounds of interviews, 1st round was for Sales and second was for Account Management. In total I think I spent 6-8 hours interviewing with the company. I did three phone interviews, 1 video interview and 6 in person interviews. Everyone I spoke with was very informative and had great questions for me. You can tell all the employees know their Zillow background! I was very confident with all my interviews, left with a smile on my face and really thought I had the job, I was let down when I got a robot like automated rejection email from Zillow, slightly insulting after all the time I put in. Oh well, their loss.",Average Interview,Positive Experience," The Sales interviews were much more intense then the Account Management, be prepared to practice selling something in the Sales interview. The Account Managers want to know more about you as a person, how you work, what you like, how you handle difficult situations, etc.   ,Answer Question",Account Manager,No Offer," Apr 11, 2014"
"I applied through an employee referral. The process took 2+ weeks. I interviewed at Zillow (Seattle, WA) in April 2014.",Zillow,"Very thorough interview. Phone screen, followed by a recorded video interview, and then a 3 person interview face to face if you pass the first two. Company is very transparent and you can tell this is direct reflection of their CEO's leadership and direction. Interviewers asked great questions and were very knowledgable and professional!",Difficult Interview,Positive Experience," Standard sales questions, nothing overly difficult. They are obviously trying to be proactive in reducing sales turnover and they are interviewing candidates the right way in my opinion to accomplish this. I came from a manager background so the most difficult question would be ""why do you want to make cold calls""?   ,1 Answer",Inside Sales,Accepted Offer," Apr 13, 2014"
"I applied online. The process took a week. I interviewed at Zillow (Seattle, WA) in April 2014.",Zillow,"The company expects that you are presentable, articulate, professional, and can hold good conversation. They asked me about myself and asked why I wanted to work for the company. There weren't any surprised or ""trick"" questions - they are pretty clear about what they are looking for and ask basic questions for make sure you're qualified and are a cultural fit.",Average Interview,Positive Experience," They asked me to tell them about my sales experience.   ,1 Answer",Inside Sales Consultant,Accepted Offer," Aug 21, 2015"
I applied online. The process took 2+ weeks. I interviewed at Zillow.,Zillow,"Coding challenge over email,1. WAP to convert string to Long,2. WAP to insert a node in a trinary tree,Phone interview 1:,resume questions, why zillow,process vs thread,hash, bst, running times,hash vs bst,java garbage collector algorithm,Abstract class vs interfaces,Code - WAP to find the first unique character in a string,Phone interview 2:,Code - Given a file containing all possible numbers on a 32-bit architecture, 4 numbers are missing. Find the 4 missing numbers.",Average Interview,Positive Experience," Given a file containing all possible numbers on a 32-bit architecture, 4 numbers are missing. Find the 4 missing numbers.   ,Answer Question",Software Development Intern,No Offer," Feb 18, 2014"
I applied online. The process took 2 weeks. I interviewed at Zillow.,Zillow,"Submitted online application and was contacted by a recruiter within a week. I set up a phone interview, which ended up lasting only 20 minutes. By the end of the interview, I wasn't sure how it went. The questions were very general, and seemed to be more along the lines of ""will you be a good culture fit"".,Within 48 hours the recruiter called back, and said they wanted to do an in-person interview. It was to be with four different managers. When I arrived at the office five minutes early, the interviewers seemed to be unprepared. They appeared to be very busy with work and unfamiliar with my resume (stopped to read it for a few minutes before asking me any questions or saying anything).,Each interviewer was very nice, and seemed concerned about maintaining a laid back, ""think outside the box"" company culture. Jeans, button-ups, t-shirts and nice athletic shoes. I would not recommend wearing a suit and tie to this interview.",Easy Interview,Positive Experience," Describe how you would explain Zillow to a computer illiterate person   ,Answer Question",Customer Service,Accepted Offer," Feb 23, 2014"
I applied through an employee referral. The process took 2 weeks. I interviewed at Zillow.,Zillow,"They sent me a coding test pdf and let me implement it and send them source code. I think it is better to make this implementation bug-free because maybe they have their own test code to check it.,And after that they will schedule a phone interview, which is no hard.",N/A,N/A," Totally 2 problems and both are easy.   ,Answer Question",Software Engineer,No Offer," Mar 12, 2014"
I applied through college or university. I interviewed at Zillow.,Zillow,Two phone interviews followed by in person interview.,N/A,N/A," Asked to sell premier agent program.   ,Answer Question",Inside Sales,Accepted Offer," Mar 5, 2014"
"I applied online. The process took 2 weeks. I interviewed at Zillow (Seattle, WA) in March 2014.",Zillow,"I got an initial email to schedule a phone interview, which was followed up by a questionnaire. After setting a time and answering the questions, I was called by an HR member. This interview lasted around 20 minutes and focused on the questionnaire answers. From there, I was contacted via email again to set up a second interview with the lead of finance team, lasting around 30 minutes. The questions were pretty standard and the interviewers were all very nice.",Average Interview,Positive Experience," There really were no difficult questions; all of them were pretty standard questions that you could find on a google search.   ,Answer Question",Collections Specialist,No Offer," May 28, 2014"
"I applied online. The process took 1+ week. I interviewed at Zillow (Seattle, WA) in March 2014.",Zillow,"I was referred to the position of Account Manager by an HR representative with Ziilow. We were in the middle of a phone interview for an Inside Sales position, when she quickly discovered that the role was not for me. She instead recommended that I apply for the Account Manager position, and I submitted my application via their website.,Five days later, I received a call from the Director of the department for which I had applied for. The call was unexpected, but it was casual and brief, lasting about 5 minutes. At the end of the call, he invited me to come in for an onsite interview. Immediately after hanging up, I received an email from a recruiting coordinator to schedule arrangements for the interviews.,The interview loop consisted of four different interviews - one peer interview, another interview with a peer from a different but connected team, an interview with the team lead, and a final interview with the director. The four interviews together took a total of two hours, and I was told that I would be notified about the hiring status after two days.,Seen days later (due to scheduling conflicts of other candidates), I was notified that the hiring manager has decided to move forward with other candidates.",Difficult Interview,Positive Experience," Given your current direction and interests (that being in the nonprofit sector), why have you decided to change gears and make a move in the direction towards Zillow?   ,1 Answer",Account Manager,No Offer," Mar 20, 2014"
"I applied online. The process took a week. I interviewed at Zillow (Irvine, CA) in March 2014.",Zillow,"several phone interviews, very high energy and good questions, then you're asked to come in for on site interviews. They emailed permission to complete my background check.(which I received in the mail, all clear) Then the three interviews, sales manager, hiring manager and director of sales. In the face to face there was very little energy nothing like the phone. This was the day after St. Patricks day. They looked beat up,",Difficult Interview,Negative Experience," When the hiring manager asked me ""why do you want to get out of the Real Estate industry?"" I said I did not think I was getting out of the Real Estate industry, just switching focus to help agents. He quickly scolded me and I mean scolded "" We are not a real estate company, we are a media advertising company"".   ,1 Answer",Inside Sales Consultant,No Offer," Mar 24, 2014"
N/A,Zillow,"Cleared initial coding challenge,Convert a string to a long,Insert and delete in a tri-nary tree",N/A,N/A," They were easy   ,Answer Question",Software Intern,No Offer," Feb 24, 2014"
I applied online. I interviewed at Zillow.,Zillow,1. Submit code exercise online,N/A,N/A," No difficult questions, basic algorithms and data structures.,Sum of the fibonacci number   ,1 Answer",Software Development Engineer,No Offer," Feb 20, 2014"
